Pool Id,RecordNumner,RemainingCoins,EmissionRate,MinUptime
1227,8,579093756.022880211200000038ibc/01D2F0C4739C871BFBEE7E786709E6904A55559DC1483DD92ED392EF12247862,1851851.852777777777777777,336h0m0s
1227,9,608063407.474402073955555581ibc/01D2F0C4739C871BFBEE7E786709E6904A55559DC1483DD92ED392EF12247862,1851851.852777777777777777,336h0m0s
1227,10,637209223.898234241419444457ibc/01D2F0C4739C871BFBEE7E786709E6904A55559DC1483DD92ED392EF12247862,1851851.852777777777777777,336h0m0s
1227,11,666666667.000000000000000000ibc/01D2F0C4739C871BFBEE7E786709E6904A55559DC1483DD92ED392EF12247862,1851851.852777777777777777,336h0m0s
1228,0,9.449969900953174319ibc/987C17B11ABC2B20019178ACE62929FE9840202CE79498E29FE8E5CB02B7C0A4,0.000578703703703703,1ns
1228,1,45.575434677638888918ibc/987C17B11ABC2B20019178ACE62929FE9840202CE79498E29FE8E5CB02B7C0A4,0.138888888888888888,1ns
1228,2,47.773474914444444459ibc/987C17B11ABC2B20019178ACE62929FE9840202CE79498E29FE8E5CB02B7C0A4,0.138888888888888888,1ns
1228,3,50.000000000000000000ibc/987C17B11ABC2B20019178ACE62929FE9840202CE79498E29FE8E5CB02B7C0A4,0.138888888888888888,1ns
1230,-1,No remaining coins,No emission rate,No uptime
1243,-1,No remaining coins,No emission rate,No uptime
1245,-1,No remaining coins,No emission rate,No uptime
1246,-1,No remaining coins,No emission rate,No uptime
1247,0,128299386.618193518921277778uosmo,3982.255266203703703703,1m0s
1248,0,112783180.265860339690284645uosmo,3497.585173611111111111,1m0s
1251,0,187356960.294770685335300661uosmo,5814.670532407407407407,1m0s
1252,-1,No remaining coins,No emission rate,No uptime
1253,-1,No remaining coins,No emission rate,No uptime
1258,-1,No remaining coins,No emission rate,No uptime
1259,-1,No remaining coins,No emission rate,No uptime
1260,0,394011.969933503512818251uosmo,11.464652777777777777,1m0s
1261,0,408782.193592130011049161uosmo,7.760347222222222222,1m0s
1262,-1,No remaining coins,No emission rate,No uptime
1263,0,664483875.122048294147521877uosmo,27308.815833333333333333,1m0s
1264,0,68503007.405597240519181301uosmo,2122.198009259259259259,1m0s
1265,0,90728838.657573526493397049uosmo,2762.111400462962962962,1m0s
1267,-1,No remaining coins,No emission rate,No uptime
1268,-1,No remaining coins,No emission rate,No uptime
1271,-1,No remaining coins,No emission rate,No uptime
1272,-1,No remaining coins,No emission rate,No uptime
1273,-1,No remaining coins,No emission rate,No uptime
1274,0,19347.872968395714743971uosmo,0.510300925925925925,1m0s
1275,0,13016.568909027863005161uosmo,0.376064814814814814,1m0s
1276,0,102.620575903241598286uosmo,0.001400462962962962,1m0s
1277,-1,No remaining coins,No emission rate,No uptime
1278,0,12260115.573940965861153997uosmo,380.098402777777777777,1m0s
1279,0,2217271.672865641214888294uosmo,67.675949074074074074,1m0s
1280,0,117.764427603307399744uosmo,0.001608796296296296,1ns
1280,1,139.000000000000000000uosmo,0.001608796296296296,1ns
1280,2,139.000000000000000000uosmo,0.001608796296296296,1ns
1280,3,139.000000000000000000uosmo,0.001608796296296296,1ns
1280,4,139.000000000000000000uosmo,0.001608796296296296,1ns
1280,5,139.000000000000000000uosmo,0.001608796296296296,1ns
1280,6,139.000000000000000000uosmo,0.001608796296296296,1ns
1280,7,139.000000000000000000uosmo,0.001608796296296296,1ns
1280,8,139.000000000000000000uosmo,0.001608796296296296,1ns
1280,9,139.000000000000000000uosmo,0.001608796296296296,1ns
1280,10,139.000000000000000000uosmo,0.001608796296296296,1ns
1280,11,139.000000000000000000uosmo,0.001608796296296296,1ns
1280,12,139.000000000000000000uosmo,0.001608796296296296,1ns
1280,13,139.000000000000000000uosmo,0.001608796296296296,1ns
1280,14,139.000000000000000000uosmo,0.001608796296296296,1ns
1280,15,139.000000000000000000uosmo,0.001608796296296296,1ns
1280,16,139.000000000000000000uosmo,0.001608796296296296,1ns
1280,17,139.000000000000000000uosmo,0.001608796296296296,1ns
1280,18,139.000000000000000000uosmo,0.001608796296296296,1ns
1280,19,139.000000000000000000uosmo,0.001608796296296296,1ns
1280,20,139.000000000000000000uosmo,0.001608796296296296,1ns
1280,21,139.000000000000000000uosmo,0.001608796296296296,1ns
1280,22,139.000000000000000000uosmo,0.001608796296296296,1ns
1280,23,139.000000000000000000uosmo,0.001608796296296296,1ns
1280,24,139.000000000000000000uosmo,0.001608796296296296,1ns
1280,25,139.000000000000000000uosmo,0.001608796296296296,1ns
1280,26,422.000000000000000000uosmo,0.004884259259259259,1ns
1280,27,422.000000000000000000uosmo,0.004884259259259259,1ns
1280,28,422.000000000000000000uosmo,0.004884259259259259,1ns
1280,29,422.000000000000000000uosmo,0.004884259259259259,1ns
1280,30,422.000000000000000000uosmo,0.004884259259259259,1ns
1280,31,422.000000000000000000uosmo,0.004884259259259259,1ns
1280,32,422.000000000000000000uosmo,0.004884259259259259,1ns
1280,33,422.000000000000000000uosmo,0.004884259259259259,1ns
1280,34,422.000000000000000000uosmo,0.004884259259259259,1ns
1280,35,422.000000000000000000uosmo,0.004884259259259259,1ns
1280,36,422.000000000000000000uosmo,0.004884259259259259,1ns
1280,37,422.000000000000000000uosmo,0.004884259259259259,1ns
1280,38,4618439.000000000000000000uosmo,53.454155092592592592,1m0s
1280,39,4618439.000000000000000000uosmo,53.454155092592592592,1m0s
1280,40,4618439.000000000000000000uosmo,53.454155092592592592,1m0s
1280,41,4618439.000000000000000000uosmo,53.454155092592592592,1m0s
1280,42,4618439.000000000000000000uosmo,53.454155092592592592,1m0s
1280,43,422.000000000000000000uosmo,0.004884259259259259,1m0s
1280,44,422.000000000000000000uosmo,0.004884259259259259,1m0s
1280,45,422.000000000000000000uosmo,0.004884259259259259,1m0s
1280,46,422.000000000000000000uosmo,0.004884259259259259,1m0s
1280,47,422.000000000000000000uosmo,0.004884259259259259,1m0s
1280,48,422.000000000000000000uosmo,0.004884259259259259,1m0s
1280,49,422.000000000000000000uosmo,0.004884259259259259,1m0s
1280,50,422.000000000000000000uosmo,0.004884259259259259,1m0s
1280,51,422.000000000000000000uosmo,0.004884259259259259,1m0s
1280,52,422.000000000000000000uosmo,0.004884259259259259,1m0s
1280,53,422.000000000000000000uosmo,0.004884259259259259,1m0s
1280,54,422.000000000000000000uosmo,0.004884259259259259,1m0s
1280,55,422.000000000000000000uosmo,0.004884259259259259,1m0s
1280,56,422.000000000000000000uosmo,0.004884259259259259,1m0s
1280,57,422.000000000000000000uosmo,0.004884259259259259,1m0s
1280,58,4618439.000000000000000000uosmo,53.454155092592592592,1m0s
1280,59,4618439.000000000000000000uosmo,53.454155092592592592,1m0s
1281,0,166838579.147271162518750000uosmo,5087.018750000000000000,1m0s
1282,0,109933590.253643157644286617uosmo,3410.178043981481481481,1m0s
1283,0,20482172.758143078350255191uosmo,607.112013888888888888,1m0s
1292,0,1921.771361821291789856uosmo,0.033321759259259259,1ns
1292,1,2879.000000000000000000uosmo,0.033321759259259259,1ns
1292,2,877.000000000000000000uosmo,0.010150462962962962,1m0s
1292,3,877.000000000000000000uosmo,0.010150462962962962,1m0s
1292,4,877.000000000000000000uosmo,0.010150462962962962,1m0s
1292,5,877.000000000000000000uosmo,0.010150462962962962,1m0s
1292,6,877.000000000000000000uosmo,0.010150462962962962,1m0s
1292,7,877.000000000000000000uosmo,0.010150462962962962,1m0s
1292,8,877.000000000000000000uosmo,0.010150462962962962,1m0s
1292,9,877.000000000000000000uosmo,0.010150462962962962,1m0s
1292,10,877.000000000000000000uosmo,0.010150462962962962,1m0s
1292,11,2879.000000000000000000uosmo,0.033321759259259259,1m0s
1292,12,2879.000000000000000000uosmo,0.033321759259259259,1m0s
1292,13,2879.000000000000000000uosmo,0.033321759259259259,1m0s
1292,14,2879.000000000000000000uosmo,0.033321759259259259,1m0s
1292,15,2879.000000000000000000uosmo,0.033321759259259259,1m0s
1292,16,2879.000000000000000000uosmo,0.033321759259259259,1m0s
1292,17,2879.000000000000000000uosmo,0.033321759259259259,1m0s
1292,18,2879.000000000000000000uosmo,0.033321759259259259,1m0s
1292,19,2879.000000000000000000uosmo,0.033321759259259259,1m0s
1292,20,2879.000000000000000000uosmo,0.033321759259259259,1m0s
1292,21,2879.000000000000000000uosmo,0.033321759259259259,1m0s
1292,22,2879.000000000000000000uosmo,0.033321759259259259,1m0s
1292,23,2879.000000000000000000uosmo,0.033321759259259259,1m0s
1292,24,2879.000000000000000000uosmo,0.033321759259259259,1m0s
1292,25,2879.000000000000000000uosmo,0.033321759259259259,1m0s
1292,26,877.000000000000000000uosmo,0.010150462962962962,1m0s
1292,27,877.000000000000000000uosmo,0.010150462962962962,1m0s
1293,-1,No remaining coins,No emission rate,No uptime
1294,-1,No remaining coins,No emission rate,No uptime
1297,-1,No remaining coins,No emission rate,No uptime
1298,-1,No remaining coins,No emission rate,No uptime
1299,-1,No remaining coins,No emission rate,No uptime
1301,-1,No remaining coins,No emission rate,No uptime
1302,-1,No remaining coins,No emission rate,No uptime
1303,-1,No remaining coins,No emission rate,No uptime
1304,-1,No remaining coins,No emission rate,No uptime
1305,-1,No remaining coins,No emission rate,No uptime
1312,-1,No remaining coins,No emission rate,No uptime
1314,-1,No remaining coins,No emission rate,No uptime
1315,-1,No remaining coins,No emission rate,No uptime
1316,-1,No remaining coins,No emission rate,No uptime
1317,-1,No remaining coins,No emission rate,No uptime
1318,-1,No remaining coins,No emission rate,No uptime
1319,-1,No remaining coins,No emission rate,No uptime
1321,0,9492823.436592103510618346uosmo,292.550706018518518518,1m0s
1322,0,883.037183721545158606uosmo,0.026620370370370370,1m0s
1323,-1,No remaining coins,No emission rate,No uptime
1324,-1,No remaining coins,No emission rate,No uptime
1325,0,156872820.762528113528958391factory/osmo1mlng7pz4pnyxtpq0akfwall37czyk9lukaucsrn30ameplhhshtqdvfm5c/ulvn,19290.123460648148148148,24h0m0s
1325,1,1666666667.000000000000000000factory/osmo1mlng7pz4pnyxtpq0akfwall37czyk9lukaucsrn30ameplhhshtqdvfm5c/ulvn,4629629.630555555555555555,24h0m0s
1331,-1,No remaining coins,No emission rate,No uptime
1332,-1,No remaining coins,No emission rate,No uptime
1334,-1,No remaining coins,No emission rate,No uptime
1335,0,13857943.069644474912196283uosmo,425.264780092592592592,1m0s
1336,-1,No remaining coins,No emission rate,No uptime
1337,0,156872820.762528113528958385factory/osmo1mlng7pz4pnyxtpq0akfwall37czyk9lukaucsrn30ameplhhshtqdvfm5c/ulvn,19290.123460648148148148,24h0m0s
1337,1,1666666667.000000000000000000factory/osmo1mlng7pz4pnyxtpq0akfwall37czyk9lukaucsrn30ameplhhshtqdvfm5c/ulvn,4629629.630555555555555555,24h0m0s
1347,0,4431707.019312794698109986uosmo,132.873807870370370370,1m0s
1348,0,32168.284113630225147444uosmo,0.654039351851851851,1m0s
1349,-1,No remaining coins,No emission rate,No uptime
1350,-1,No remaining coins,No emission rate,No uptime
1351,-1,No remaining coins,No emission rate,No uptime
1358,-1,No remaining coins,No emission rate,No uptime
1359,-1,No remaining coins,No emission rate,No uptime
1360,-1,No remaining coins,No emission rate,No uptime
1361,-1,No remaining coins,No emission rate,No uptime
1370,-1,No remaining coins,No emission rate,No uptime
1372,-1,No remaining coins,No emission rate,No uptime
1373,-1,No remaining coins,No emission rate,No uptime
1376,-1,No remaining coins,No emission rate,No uptime
1378,-1,No remaining coins,No emission rate,No uptime
1379,-1,No remaining coins,No emission rate,No uptime
1384,-1,No remaining coins,No emission rate,No uptime
1387,-1,No remaining coins,No emission rate,No uptime
1388,-1,No remaining coins,No emission rate,No uptime
1397,-1,No remaining coins,No emission rate,No uptime
1398,-1,No remaining coins,No emission rate,No uptime
1399,0,43127333.254691808659053711uosmo,1336.451412037037037037,1m0s
1400,0,272624638.485071547225254787uosmo,8461.933692129629629629,1m0s
1407,-1,No remaining coins,No emission rate,No uptime
1409,-1,No remaining coins,No emission rate,No uptime
1410,-1,No remaining coins,No emission rate,No uptime
1416,-1,No remaining coins,No emission rate,No uptime
1417,-1,No remaining coins,No emission rate,No uptime
1418,-1,No remaining coins,No emission rate,No uptime
1419,-1,No remaining coins,No emission rate,No uptime
1422,0,48382.635721092444444525uosmo,111116.222222222222222222,1m0s
1422,1,40001840.000000000000000000uosmo,111116.222222222222222222,1m0s
1423,0,62308334.539362190089687500ibc/A8CA5EE328FA10C9519DF6057DA1F69682D28F7D0F5CCC7ECB72E3DCA2D157A4,3858.024687500000000000,1ns
1423,1,137884693.922300491125000000ibc/A8CA5EE328FA10C9519DF6057DA1F69682D28F7D0F5CCC7ECB72E3DCA2D157A4,925925.925000000000000000,1ns
1423,2,152538295.486350593250000000ibc/A8CA5EE328FA10C9519DF6057DA1F69682D28F7D0F5CCC7ECB72E3DCA2D157A4,925925.925000000000000000,1ns
1423,3,167381796.041877463050000000ibc/A8CA5EE328FA10C9519DF6057DA1F69682D28F7D0F5CCC7ECB72E3DCA2D157A4,925925.925000000000000000,1ns
1423,4,183046081.541953918275000000ibc/A8CA5EE328FA10C9519DF6057DA1F69682D28F7D0F5CCC7ECB72E3DCA2D157A4,925925.925000000000000000,1ns
1423,5,199307057.838428929694444561ibc/A8CA5EE328FA10C9519DF6057DA1F69682D28F7D0F5CCC7ECB72E3DCA2D157A4,925925.927777777777777777,1ns
1423,6,214683075.621032817050000103ibc/A8CA5EE328FA10C9519DF6057DA1F69682D28F7D0F5CCC7ECB72E3DCA2D157A4,925925.927777777777777777,1ns
1423,7,230279569.122596174361111201ibc/A8CA5EE328FA10C9519DF6057DA1F69682D28F7D0F5CCC7ECB72E3DCA2D157A4,925925.927777777777777777,1ns
1423,8,244764394.870084344316666744ibc/A8CA5EE328FA10C9519DF6057DA1F69682D28F7D0F5CCC7ECB72E3DCA2D157A4,925925.927777777777777777,1ns
1423,9,259337303.103859790355555620ibc/A8CA5EE328FA10C9519DF6057DA1F69682D28F7D0F5CCC7ECB72E3DCA2D157A4,925925.927777777777777777,1ns
1423,10,274066024.676835751961111163ibc/A8CA5EE328FA10C9519DF6057DA1F69682D28F7D0F5CCC7ECB72E3DCA2D157A4,925925.927777777777777777,1ns
1423,11,288433764.057423082516666706ibc/A8CA5EE328FA10C9519DF6057DA1F69682D28F7D0F5CCC7ECB72E3DCA2D157A4,925925.927777777777777777,1ns
1423,12,303795117.727960604611111137ibc/A8CA5EE328FA10C9519DF6057DA1F69682D28F7D0F5CCC7ECB72E3DCA2D157A4,925925.927777777777777777,1ns
1423,13,318925481.123036146155555568ibc/A8CA5EE328FA10C9519DF6057DA1F69682D28F7D0F5CCC7ECB72E3DCA2D157A4,925925.927777777777777777,1ns
1423,14,333333334.000000000000000000ibc/A8CA5EE328FA10C9519DF6057DA1F69682D28F7D0F5CCC7ECB72E3DCA2D157A4,925925.927777777777777777,1ns
1423,15,62308334.539362190089687500ibc/A8CA5EE328FA10C9519DF6057DA1F69682D28F7D0F5CCC7ECB72E3DCA2D157A4,3858.024687500000000000,1h0m0s
1423,16,137884693.922300491125000000ibc/A8CA5EE328FA10C9519DF6057DA1F69682D28F7D0F5CCC7ECB72E3DCA2D157A4,925925.925000000000000000,1h0m0s
1423,17,152538295.486350593250000000ibc/A8CA5EE328FA10C9519DF6057DA1F69682D28F7D0F5CCC7ECB72E3DCA2D157A4,925925.925000000000000000,1h0m0s
1423,18,167381796.041877463050000000ibc/A8CA5EE328FA10C9519DF6057DA1F69682D28F7D0F5CCC7ECB72E3DCA2D157A4,925925.925000000000000000,1h0m0s
1423,19,183046082.091092163450000131ibc/A8CA5EE328FA10C9519DF6057DA1F69682D28F7D0F5CCC7ECB72E3DCA2D157A4,925925.927777777777777777,1h0m0s
1423,20,199307057.838428929694444561ibc/A8CA5EE328FA10C9519DF6057DA1F69682D28F7D0F5CCC7ECB72E3DCA2D157A4,925925.927777777777777777,1h0m0s
1423,21,214683075.621032817050000103ibc/A8CA5EE328FA10C9519DF6057DA1F69682D28F7D0F5CCC7ECB72E3DCA2D157A4,925925.927777777777777777,1h0m0s
1423,22,230279569.122596174361111201ibc/A8CA5EE328FA10C9519DF6057DA1F69682D28F7D0F5CCC7ECB72E3DCA2D157A4,925925.927777777777777777,1h0m0s
1423,23,244764394.870084344316666744ibc/A8CA5EE328FA10C9519DF6057DA1F69682D28F7D0F5CCC7ECB72E3DCA2D157A4,925925.927777777777777777,1h0m0s
1423,24,259337303.103859790355555620ibc/A8CA5EE328FA10C9519DF6057DA1F69682D28F7D0F5CCC7ECB72E3DCA2D157A4,925925.927777777777777777,1h0m0s
1423,25,274066024.676835751961111163ibc/A8CA5EE328FA10C9519DF6057DA1F69682D28F7D0F5CCC7ECB72E3DCA2D157A4,925925.927777777777777777,1h0m0s
1423,26,288433764.057423082516666706ibc/A8CA5EE328FA10C9519DF6057DA1F69682D28F7D0F5CCC7ECB72E3DCA2D157A4,925925.927777777777777777,1h0m0s
1423,27,303795117.727960604611111137ibc/A8CA5EE328FA10C9519DF6057DA1F69682D28F7D0F5CCC7ECB72E3DCA2D157A4,925925.927777777777777777,1h0m0s
1423,28,318925481.123036146155555568ibc/A8CA5EE328FA10C9519DF6057DA1F69682D28F7D0F5CCC7ECB72E3DCA2D157A4,925925.927777777777777777,1h0m0s
1427,-1,No remaining coins,No emission rate,No uptime
1428,0,22093020.585283451007948073uosmo,666.765682870370370370,1m0s
1430,-1,No remaining coins,No emission rate,No uptime
1431,0,244201.307022623885023408uosmo,15.060833333333333333,1m0s
1431,1,62555281.660801199758125000ibc/903A61A498756EA560B85A85132D3AEE21B5DEDD41213725D22ABF276EA6945E,3858.024687500000000000,1h0m0s
1431,2,197152003.659118821344444563ibc/903A61A498756EA560B85A85132D3AEE21B5DEDD41213725D22ABF276EA6945E,925925.927777777777777777,1h0m0s
1431,3,211805605.267129728205555661ibc/903A61A498756EA560B85A85132D3AEE21B5DEDD41213725D22ABF276EA6945E,925925.927777777777777777,1h0m0s
1431,4,226649105.867187099716666759ibc/903A61A498756EA560B85A85132D3AEE21B5DEDD41213725D22ABF276EA6945E,925925.927777777777777777,1h0m0s
1431,5,242313391.414256411488888968ibc/903A61A498756EA560B85A85132D3AEE21B5DEDD41213725D22ABF276EA6945E,925925.927777777777777777,1h0m0s
1431,6,258574367.161593177733333398ibc/903A61A498756EA560B85A85132D3AEE21B5DEDD41213725D22ABF276EA6945E,925925.927777777777777777,1h0m0s
1431,7,273950384.944197065088888940ibc/903A61A498756EA560B85A85132D3AEE21B5DEDD41213725D22ABF276EA6945E,925925.927777777777777777,1h0m0s
1431,8,289546878.445760422400000038ibc/903A61A498756EA560B85A85132D3AEE21B5DEDD41213725D22ABF276EA6945E,925925.927777777777777777,1h0m0s
1431,9,304031704.193248592355555581ibc/903A61A498756EA560B85A85132D3AEE21B5DEDD41213725D22ABF276EA6945E,925925.927777777777777777,1h0m0s
1431,10,318604612.427024038394444457ibc/903A61A498756EA560B85A85132D3AEE21B5DEDD41213725D22ABF276EA6945E,925925.927777777777777777,1h0m0s
1431,11,333333334.000000000000000000ibc/903A61A498756EA560B85A85132D3AEE21B5DEDD41213725D22ABF276EA6945E,925925.927777777777777777,1h0m0s
1431,12,62555281.660801199758125000ibc/903A61A498756EA560B85A85132D3AEE21B5DEDD41213725D22ABF276EA6945E,3858.024687500000000000,24h0m0s
